"time","value"
"2026-03-17T11:08:00.000Z",92362.2
"2026-03-17T11:08:15.000Z",0
"2026-03-17T11:08:30.000Z",92460.6
"2026-03-17T11:08:45.000Z",0
"2026-03-17T11:09:00.000Z",92460.6
"2026-03-17T11:09:15.000Z",0
"2026-03-17T11:09:30.000Z",92460.6
"2026-03-17T11:09:45.000Z",0
"2026-03-17T11:10:00.000Z",92237.3
"2026-03-17T11:10:15.000Z",0
"2026-03-17T11:10:30.000Z",92460.6
"2026-03-17T11:10:45.000Z",0
"2026-03-17T11:11:00.000Z",92460.6
"2026-03-17T11:11:15.000Z",0
"2026-03-17T11:11:30.000Z",92782.3
"2026-03-17T11:11:45.000Z",0
"2026-03-17T11:12:00.000Z",92138.90000000001
"2026-03-17T11:12:15.000Z",0
"2026-03-17T11:12:30.000Z",405699.10000000003
"2026-03-17T11:12:45.000Z",0
"2026-03-17T11:13:00.000Z",50611.700000000004
"2026-03-17T11:13:15.000Z",0
"2026-03-17T11:13:30.000Z",50788.2
"2026-03-17T11:13:45.000Z",0
"2026-03-17T11:14:00.000Z",50853.8
"2026-03-17T11:14:15.000Z",0
"2026-03-17T11:14:30.000Z",50788.2
"2026-03-17T11:14:45.000Z",0
"2026-03-17T11:15:00.000Z",50788.2
"2026-03-17T11:15:15.000Z",0
"2026-03-17T11:15:30.000Z",50788.2
"2026-03-17T11:15:45.000Z",0
"2026-03-17T11:16:00.000Z",50964.700000000004
"2026-03-17T11:16:15.000Z",0
"2026-03-17T11:16:30.000Z",50964.700000000004
"2026-03-17T11:16:45.000Z",0
"2026-03-17T11:17:00.000Z",50969.50000000001
"2026-03-17T11:17:15.000Z",0
"2026-03-17T11:17:30.000Z",50964.700000000004
